Food Name,Calories,Protein_g,Carbohydrates_g,Taste,Ingredients,prep_time,Instructions,Description,Fat,No_serving
Hearty Dosa Mix (Regional),125,18,20,Astringent,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Mustard Seeds, Onion, Refined Oil, Rice, Turmeric Powder, Urad Dal",Total in 35M,Heat Refined Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A healthy South Indian tiffin dish suitable for thyroid-friendly diets.,9,3
Homestyle Chettinad Chicken Curry Fry (Regional),349,19,11,Spicy,"Chicken, Chettinad, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Ginger, Mustard Seeds, Onion, Sunflower Oil, Tomato, Turmeric Powder",Total in 40M,"Heat Sunflower Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and saute  Add Onion and saute  translucent. Add Garlic, Ginger and saute  1 minute. Add the chopped vegetables and stir well. Add Turmeric Powder, Chili Powder and mix thoroughly. Cook on medium heat for 8-10 minutes stirring occasionally. Season with Salt and serve hot.",A healthy South Indian chicken dish suitable for thyroid-friendly diets.,8,2
Homestyle Mutton Stew Stew (Instant),204,14,26,Astringent,"Mutton, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Fennel Seeds, Garlic, Mustard Seeds, Onion, Sesame Oil, Tomato, Turmeric Powder",Total in 46M,Heat Sesame Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A healthy South Indian mutton dish suitable for thyroid-friendly diets.,6,2
Fragrant Curry Leaf Drink Mix (Instant),253,11,21,Spicy,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Ginger, Honey, Lemon, Mustard Seeds, Onion, Sesame Oil, Tomato, Tulsi, Turmeric Powder",Total in 56M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A healthy South Indian drink dish suitable for thyroid-friendly diets.,7,3
Coconut Muttai Poriyal Mix (Classic),335,6,26,Astringent,"Asafoetida, Chili, Coconut, Curry Leaves, Mustard Seeds, Onion, Sesame Oil, Tomato, Turmeric Powder, Urad Dal",Total in 31M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and saute  Add Onion and saute  translucent. Add the chopped vegetables and stir well. Add Turmeric Powder, Chili Powder and mix thoroughly. Cook on medium heat for 8-10 minutes stirring occasionally. Season with Salt and serve hot.",A healthy South Indian egg dish suitable for thyroid-friendly diets.,9,4
Zesty Pepper Chicken Delight (Healthy),217,9,25,Spicy,"Chicken, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Mustard Seeds, Onion, Pepper, Sesame Oil, Tomato, Turmeric Powder",Total in 30M,Heat Sesame Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A healthy South Indian chicken dish suitable for thyroid-friendly diets.,9,4
Tangy Drumstick Soup Variety (Special),236,15,14,Astringent,"Black Pepper, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Drumstick, Garlic, Ginger, Mustard Seeds, Onion, Pepper, Sesame Oil, Tomato, Turmeric Powder",Total in 38M,"Heat Sesame Oil in a pot add Mustard Seeds and let them splutter. Add Curry Leaves and let them crackle. saute  Garlic, Ginger until golden brown. Add Tomato and cook until soft. Add Turmeric Powder, Chili Powder and mix well. Add water and bring to a boil. Season with Salt and serve hot.",A healthy South Indian soup dish suitable for thyroid-friendly diets.,11,3
Balanced Karimeen Pollichathu Masala (Special),186,10,27,Spicy,"Fish, Chili, Coconut, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Mustard Seeds, Onion, Sesame Oil, Tamarind, Turmeric Powder",Total in 49M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic and saute  1-2 minutes. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Add grated Coconut and cook for 2 more minutes. Garnish with Coriander Leaves and serve.",A healthy South Indian fish dish suitable for thyroid-friendly diets.,11,4
Coconut Vanjaram Meen Kuzhambu Masala (Special),280,6,23,Spicy,"Fish, Asafoetida, Black Pepper, Chili, Coconut, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Mustard Seeds, Onion, Sesame Oil, Tamarind, Turmeric Powder",Total in 46M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic and saute  1-2 minutes. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Add grated Coconut and cook for 2 more minutes. Garnish with Coriander Leaves and serve.",A healthy South Indian fish dish suitable for thyroid-friendly diets.,7,2
Samai Upma Curry (Instant),192,20,13,Spicy,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Ginger, Millet, Mustard Seeds, Onion, Refined Oil, Tomato, Turmeric Powder",Total in 42M,"Heat Refined Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A healthy South Indian millet dish suitable for thyroid-friendly diets.,4,4
Fragrant Idli Mix (Signature),226,9,24,Astringent,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Fenugreek Seeds, Garlic, Mustard Seeds, Onion, Refined Oil, Rice, Turmeric Powder, Urad Dal",Total in 32M,Heat Refined Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A healthy South Indian tiffin dish suitable for thyroid-friendly diets.,10,4
Smoky Kara Kulambu Variety (Traditional),189,17,14,Astringent,"Mutton, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Er Powder, Garlic, Mustard Seeds, Onion, Sesame Oil, Tamarind, Tomato, Turmeric Powder",Total in 44M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A healthy South Indian kuzhambu dish suitable for thyroid-friendly diets.,6,4
Fragrant Curd Rice Delight (Special),184,15,13,Astringent,"Chili, Coriander Leaves, Cumin Seeds, Curd, Curry Leaves, Garlic, Lemon, Mustard Seeds, Onion, Rice, Sesame Oil, Turmeric Powder",Total in 45M,Heat Sesame Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A healthy South Indian rice dish suitable for thyroid-friendly diets.,11,3
Golden Tulsi Tea Treat (Special),182,10,15,Bitter,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Ginger, Honey, Lemon, Mustard Seeds, Onion, Sesame Oil, Tulsi, Turmeric Powder",Total in 55M,Heat Sesame Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A healthy South Indian drink dish suitable for thyroid-friendly diets.,7,3
Balanced Vendakkai Kuzhambu Curry (Healthy),273,8,12,Spicy,"Asafoetida, Black Pepper, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Er Powder, Garlic, Lady'S Finger, Mustard Seeds, Onion, Sesame Oil, Tamarind, Tomato, Turmeric Powder",Total in 32M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A healthy South Indian kuzhambu dish suitable for thyroid-friendly diets.,8,1
Coconut Ginger Decoction Fry (Instant),206,20,21,Spicy,"Chili, Coconut, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Ginger, Honey, Lemon, Mustard Seeds, Onion, Sunflower Oil, Tulsi, Turmeric Powder",Total in 59M,"Heat Sunflower Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and saute  Add Onion and saute  translucent. Add Garlic, Ginger and saute  1 minute. Add the chopped vegetables and stir well. Add Turmeric Powder, Chili Powder and mix thoroughly. Cook on medium heat for 8-10 minutes stirring occasionally. Season with Salt and serve hot.",A healthy South Indian drink dish suitable for thyroid-friendly diets.,11,1
Golden Coconut Rice Masala (Classic),282,11,26,Spicy,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Lemon, Mustard Seeds, Onion, Rice, Sesame Oil, Turmeric Powder",Total in 29M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic and saute  1-2 minutes. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A healthy South Indian rice dish suitable for thyroid-friendly diets.,9,1
Smoky Mutton Stew Curry (Classic),134,13,17,Spicy,"Mutton, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Fennel Seeds, Garlic, Ginger, Mustard Seeds, Onion, Sesame Oil, Tomato, Turmeric Powder",Total in 44M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A healthy South Indian mutton dish suitable for thyroid-friendly diets.,8,3
Zesty Chapati Fusion (Special),248,19,9,Bitter,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Mustard Seeds, Onion, Rice, Sesame Oil, Turmeric Powder, Urad Dal",Total in 54M,Heat Sesame Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A healthy South Indian tiffin dish suitable for thyroid-friendly diets.,10,4
Tangy Fish Fry Stew (Instant),273,18,11,Spicy,"Fish, Chili, Coconut, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Mustard Seeds, Onion, Sesame Oil, Sunflower Oil, Tamarind, Turmeric Powder",Total in 27M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and saute  Add Onion and saute  translucent. Add Garlic and saute  1 minute. Add the chopped vegetables and stir well. Add Turmeric Powder, Chili Powder and mix thoroughly. Cook on medium heat for 8-10 minutes stirring occasionally. Season with Salt and serve hot.",A healthy South Indian fish dish suitable for thyroid-friendly diets.,10,2
Homestyle Tomato Soup Treat (Traditional),252,16,21,Astringent,"Black Pepper, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Ginger, Mustard Seeds, Onion, Pepper, Sesame Oil, Tomato, Turmeric Powder",Total in 35M,"Heat Sesame Oil in a pot add Mustard Seeds and let them splutter. Add Curry Leaves and let them crackle. saute  Garlic, Ginger until golden brown. Add Tomato and cook until soft. Add Turmeric Powder, Chili Powder and mix well. Add water and bring to a boil. Season with Salt and serve hot.",A healthy South Indian soup dish suitable for thyroid-friendly diets.,12,3
Coconut Cumin Water Curry (Signature),182,14,30,Spicy,"Chili, Coconut, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Ginger, Honey, Lemon, Mustard Seeds, Onion, Sesame Oil, Tomato, Tulsi, Turmeric Powder",Total in 33M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Add grated Coconut and cook for 2 more minutes. Garnish with Coriander Leaves and serve.",A healthy South Indian drink dish suitable for thyroid-friendly diets.,6,3
Tangy Ragi Dosa Curry (Signature),236,7,15,Spicy,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Ginger, Millet, Mustard Seeds, Onion, Ragi, Refined Oil, Tomato, Turmeric Powder",Total in 35M,"Heat Refined Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A healthy South Indian millet dish suitable for thyroid-friendly diets.,6,2
Chapati Curry (Regional),262,16,11,Spicy,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Ginger, Mustard Seeds, Onion, Rice, Sesame Oil, Tomato, Turmeric Powder, Urad Dal",Total in 44M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A healthy South Indian tiffin dish suitable for thyroid-friendly diets.,8,2
Homestyle Mint Kashayam Masala (Classic),168,7,9,Spicy,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Ginger, Honey, Lemon, Mint, Mustard Seeds, Onion, Sesame Oil, Tulsi, Turmeric Powder",Total in 27M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A healthy South Indian dish suitable for thyroid-friendly diets.,4,4
Golden Lemon Rice Fusion (Healthy),318,11,21,Astringent,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Lemon, Mustard Seeds, Onion, Rice, Sesame Oil, Turmeric Powder",Total in 39M,Heat Sesame Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A healthy South Indian rice dish suitable for thyroid-friendly diets.,10,4
Hearty Egg Curry Delight (Special),336,10,22,Spicy,"Eggs, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Ginger, Mustard Seeds, Onion, Sesame Oil, Tomato, Turmeric Powder",Total in 36M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A healthy South Indian egg dish suitable for thyroid-friendly diets.,11,3
Smoky Coconut Paneer Curry Mix (Special),341,11,22,Spicy,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Ginger, Mustard Seeds, Onion, Paneer, Pepper, Sesame Oil, Tomato, Turmeric Powder",Total in 54M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A healthy South Indian paneer dish suitable for thyroid-friendly diets.,11,3
Tangy Mutton Stew Variety (Regional),257,19,18,Astringent,"Mutton, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Fennel Seeds, Garlic, Mustard Seeds, Onion, Sesame Oil, Tomato, Turmeric Powder",Total in 55M,Heat Sesame Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A healthy South Indian mutton dish suitable for thyroid-friendly diets.,9,2
Zesty Tamarind Rice Variety (Instant),242,15,22,Astringent,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Lemon, Mustard Seeds, Onion, Rice, Sesame Oil, Tamarind, Turmeric Powder",Total in 30M,Heat Sesame Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A healthy South Indian rice dish suitable for thyroid-friendly diets.,4,3
Fragrant Horse Gram Soup Masala (Signature),312,14,12,Spicy,"Black Pepper, Chickpea, Chili, Coriander Leaves, Cowpea, Cumin Seeds, Curry Leaves, Garlic, Ginger, Horse Gram, Moong Dal, Mustard Seeds, Onion, Sesame Oil, Tomato, Turmeric Powder",Total in 30M,"Heat Sesame Oil in a pot add Mustard Seeds and let them splutter. Add Curry Leaves and let them crackle. saute  Garlic, Ginger until golden brown. Add Tomato and cook until soft. Add Turmeric Powder, Chili Powder and mix well. Add water and bring to a boil. Season with Salt and serve hot.",A healthy South Indian legume dish suitable for thyroid-friendly diets.,8,3
Fragrant Aatu Kari Kuzhambu Variety (Signature),318,12,11,Bitter,"Asafoetida, Black Pepper, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Fennel Seeds, Garlic, Mustard Seeds, Onion, Sesame Oil, Tamarind, Tomato, Turmeric Powder",Total in 45M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A healthy South Indian mutton dish suitable for thyroid-friendly diets.,6,2
Tangy Kozhi Varuval Curry (Signature),231,9,27,Spicy,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Ginger, Mustard Seeds, Onion, Sesame Oil, Tomato, Turmeric Powder",Total in 32M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A healthy South Indian chicken dish suitable for thyroid-friendly diets.,6,4
Coconut Aatu Kari Kuzhambu Variety (Special),224,10,26,Astringent,"Asafoetida, Black Pepper, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Fennel Seeds, Garlic, Mustard Seeds, Onion, Sesame Oil, Tamarind, Tomato, Turmeric Powder",Total in 34M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A healthy South Indian mutton dish suitable for thyroid-friendly diets.,7,3
Curd Rice Curry (Traditional),128,6,13,Spicy,"Chili, Coriander Leaves, Cumin Seeds, Curd, Curry Leaves, Garlic, Ginger, Lemon, Mustard Seeds, Onion, Rice, Sesame Oil, Tomato, Turmeric Powder",Total in 59M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A healthy South Indian rice dish suitable for thyroid-friendly diets.,9,2
Balanced Pepper Rasam Masala (Quick),195,10,8,Spicy,"Asafoetida, Black Pepper, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Mustard Seeds, Pepper, Sesame Oil, Tamarind, Tomato, Turmeric Powder",Total in 36M,"Heat Sesame Oil in a pot add Mustard Seeds and let them splutter. Add Curry Leaves and let them crackle. saute  until golden brown. Add Tomato and cook until soft. Add Turmeric Powder, Chili Powder and mix well. Add water and bring to a boil. Add Tamarind extract and simmer for 5-7 minutes. Season with Salt and serve hot.",A healthy South Indian soup dish suitable for thyroid-friendly diets.,6,1
Golden Egg Dosa Curry (Healthy),286,8,9,Spicy,"Eggs, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Ginger, Mustard Seeds, Onion, Refined Oil, Tomato, Turmeric Powder",Total in 48M,"Heat Refined Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A healthy South Indian egg dish suitable for thyroid-friendly diets.,10,4
Balanced Mutton Sukka Stew (Quick),237,15,11,Astringent,"Mutton, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Fennel Seeds, Garlic, Mustard Seeds, Onion, Sesame Oil, Tomato, Turmeric Powder",Total in 33M,Heat Sesame Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A healthy South Indian mutton dish suitable for thyroid-friendly diets.,4,1
Idli Variety (Instant),140,19,19,Astringent,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Fenugreek Seeds, Garlic, Mustard Seeds, Onion, Refined Oil, Rice, Turmeric Powder, Urad Dal",Total in 28M,Heat Refined Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A healthy South Indian tiffin dish suitable for thyroid-friendly diets.,11,4
Coconut Curry Leaf Drink Mix (Traditional),257,12,11,Spicy,"Chili, Coconut, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Ginger, Honey, Lemon, Mustard Seeds, Onion, Sesame Oil, Tomato, Tulsi, Turmeric Powder",Total in 27M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Add grated Coconut and cook for 2 more minutes. Garnish with Coriander Leaves and serve.",A healthy South Indian  dish suitable for thyroid-friendly diets.,4,1
Hearty Lemon Rasam Stew (Special),127,8,20,Astringent,"Asafoetida, Black Pepper, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Lemon, Mustard Seeds, Pepper, Sesame Oil, Tamarind, Tomato, Turmeric Powder",Total in 35M,"Heat Sesame Oil in a pot add Mustard Seeds and let them splutter. Add Curry Leaves and let them crackle. saute  until golden brown. Add Tomato and cook until soft. Add Turmeric Powder, Chili Powder and mix well. Add water and bring to a boil. Add Tamarind extract and simmer for 5-7 minutes. Season with Salt and serve hot.",A healthy South Indian soup dish suitable for thyroid-friendly diets.,6,2
Dosa Masala (Instant),233,13,23,Spicy,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Mustard Seeds, Onion, Refined Oil, Rice, Turmeric Powder, Urad Dal",Total in 50M,"Heat Refined Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic and saute  1-2 minutes. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A healthy South Indian tiffin dish suitable for thyroid-friendly diets.,7,2
Zesty Paruppu Kuzhambu Bowl (Signature),150,14,25,Spicy,"Asafoetida, Black Pepper, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Er Powder, Garlic, Mustard Seeds, Onion, Sesame Oil, Tamarind, Tomato, Toor Dal, Turmeric Powder",Total in 49M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A healthy South Indian kuzhambu dish suitable for thyroid-friendly diets.,8,4
Tangy Vatha Kuzhambu Masala (Signature),130,12,20,Spicy,"Asafoetida, Black Pepper, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Er Powder, Garlic, Mustard Seeds, Onion, Sesame Oil, Tamarind, Tomato, Turmeric Powder",Total in 25M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A healthy South Indian kuzhambu dish suitable for thyroid-friendly diets.,9,2
Homestyle Chicken Thokku Curry (Special),122,13,29,Spicy,"Chicken, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Ginger, Mustard Seeds, Onion, Sesame Oil, Tomato, Turmeric Powder",Total in 25M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A healthy South Indian chicken dish suitable for thyroid-friendly diets.,12,3
Smoky Chapati Curry (Special),332,6,8,Spicy,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Ginger, Mustard Seeds, Onion, Rice, Sesame Oil, Tomato, Turmeric Powder, Urad Dal",Total in 34M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A healthy South Indian tiffin dish suitable for thyroid-friendly diets.,10,3
